Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,234315.4605
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1333.881573,1430.434624,1585.735311,1758.856659,1928.999402,2060.299715,2209.000173,2363.669669,2553.975843,2767.615431,2870.15751,3180.33744,3865.9254,4984.196684,5345.896035,6717.439489,6899.069578,7566.662559,9299.747373,11213.02362,12738.52005,11116.86106,10501.60913,9998.975219,9430.069648,9778.085305,13566.66077,16340.72597,17727.51083,17747.5816,21865.55525,21675.70609,23814.22737,22380.3319,23496.36768,26889.42506,26870.28524,24226.88469,24971.57449,24678.39106,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39055.28293,43658.97898,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24623.84234,24947.26663,23370.90099,25089.6439,27238.07384,31691.75019,35940.7029,36440.38296,41762.53535,48365.74395,51432.28584,47410.66378,48167.4534,51786.59674,50156.85097,55560.25174,60125.77212,52726.74224,56834.06851,59328.17477,62576.98993,63383.19615,61980.29002,69010.3098,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1280.77159,,,1241.302256,1256.933599,1312.811227,1396.751932,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,275.5853399,322.7971257,347.6845378,290.0536325,399.5329183,413.6252214,442.3763679,481.0885207,513.3593403,544.1489307,542.2083274,626.0315816,691.8141856,1137.721319,2379.66351,3252.619979,4434.341159,4042.630238,3355.374008,4149.96017,5713.207348,5023.083671,4582.163851,4181.092459,4273.312834,3899.573791,3866.276886,3626.23096,4121.065811,4376.761178,6055.060248,5349.452182,5390.536807,4109.898799,3832.093234,4419.790569,4948.753162,4514.993871,3705.817932,3758.161936,3991.157022,3844.561312,3976.646951,4724.25501,5483.144907,6570.962804,6873.454312,8036.920258,9732.227428,7325.909871,8399.596703,10273.79901,9348.515572,9250.081564,9255.368597,7090.45461,6722.198393,6975.695793,7694.906045,7523.862278,6680.08267,8635.325694,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.567774,1986.747159,2058.781882,1951.758596,2100.667869,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23202.46158,24440.32814,26781.36217,28297.866,28786.95928,28290.9725,27886.79859,30079.66004,34479.39293,40390.78583,42131.6994,44536.61972,50435.37029,47429.93634,38821.17958,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40621.33448,43306.3083,42747.08046,40318.55757,46510.28278,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8575812,578.3446099,689.0594414,807.0322858,851.5259582,673.5434387,749.908535,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.042423,4696.150586,4255.742993,5023.27438,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,176.0956484,183.2206632,189.85256,206.565574,226.576967,262.3011189,265.1048736,212.608052,198.0137881,227.3562324,249.949864,265.3573479,225.5289099,255.8309182,291.8052289,275.2348892,263.1318545,294.6219343,328.0840926,349.1091855,374.6427352,345.7344997,320.6994116,312.4795216,330.6939586,329.9535551,409.9436735,354.6156384,354.2772226,348.8977084,381.2508376,416.3573876,394.9070373,358.4707604,319.5004587,370.731368,388.6449688,377.233058,399.7374075,402.5363179,253.3891282,263.1719784,297.0533431,357.8331205,405.4226482,477.6058413,884.9413127,1047.220763,1178.927868,1043.980468,1258.94923,1501.08385,1536.591848,2282.349905,1942.9051,1711.290666,1900.405937,1998.73798,2180.04157,2167.911589,2176.579459,2363.299296,
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7991601,350.733088,398.9001464,396.3434877,419.6867849,455.7405329,480.756264,465.377727,465.8552261,494.5820719,503.5676678,482.4421848,448.9653141,423.4038109,359.2866735,335.0142986,343.9345856,392.8798343,405.6960507,321.3386362,452.2761597,657.9934744,712.0994167,670.2612588,667.2816043,644.5025446,707.9676808,757.6922692,774.569037,756.4255941,720.4732536,843.4642789,944.4172662,1043.899882,1073.659337,1189.175999,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,93.71928467,96.25290262,82.46133649,87.93060878,98.91010126,102.3826354,105.5413939,130.1983243,161.0302393,187.9276077,177.5447599,211.8224289,255.3394238,297.9398588,335.4931892,294.4950175,281.2174542,268.2962412,215.0087681,263.7101957,208.8305804,238.7954769,277.5425241,284.195857,304.7073786,637.0940341,633.6815802,646.269564,619.0420726,632.7688433,663.1670734,610.1970555,619.5930395,583.404256,544.6220259,464.6383922,379.8628947,310.9571556,596.6289487,618.9605283,615.974477,725.0932469,857.8563071,772.1238036,796.630521,705.4779743,686.5582854,647.3853005,561.6491232,611.6713342,640.6766789,632.0011462,683.3243631,722.8747931,704.029916,772.1523951,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,133.0716892,132.1108915,147.164743,148.1661021,158.4014281,165.2212817,160.3194349,153.9955199,154.4284713,144.2772197,133.0834491,183.1240758,192.7764398,187.5041992,156.2596909,159.824654,142.4591233,187.2413443,174.3840611,222.4319992,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229389,174.3624702,186.0352265,301.4955612,312.2535637,324.9699124,362.9061756,394.9958221,425.4718586,418.902099,480.4386207,583.2683601,543.5624962,542.2840598,683.5345133,598.5726713,616.1599585,605.1225831,585.9570106,642.6664064,718.2457991,781.6443091,730.6114487,710.2581385,795.1185693,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,32.87596473,38.30178691,44.01032846,219.4784358,229.20764,234.5121409,214.1101585,210.8407014,209.2771169,208.1953466,214.2676503,272.4483372,324.0656348,368.1949693,375.5545288,383.1847212,,,179.2611236,123.6956486,140.2879187,131.9769824,140.5631766,164.1702231,192.3282473,225.0550252,232.9418247,196.8377293,240.8326654,229.5516268,268.6974838,261.5118834,186.6823987,252.9752974,399.0281672,730.4487499,588.6415831,948.2295985,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51343,18659.41705,18756.42642,17644.59516,16804.92595,9788.983771,8035.30787,8410.39725,8719.186217,7317.390189,6327.599012,7506.667523,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,520.3227443,590.7800548,617.0577577,695.2286244,783.705881,899.2812389,997.4304675,1068.114556,1154.438531,1324.058989,1494.387984,1652.325956,1899.675784,2502.814745,2828.748559,3153.235776,3390.544976,3886.374451,4694.633782,5705.949371,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028005,7846.678122,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19144.28439,17658.9473,20192.5963,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,742.1907752,921.8397292,1073.521789,1169.367311,1214.550407,1299.392856,1342.50947,1460.913798,1667.678722,1859.291751,2137.293309,2366.486015,2694.183285,2807.745444,3014.874886,3069.679775,3032.231462,3151.102165,3288.223318,3499.527349,3715.72059,4198.715561,4512.224618,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.961244,6775.752501,6900.771786,7205.268384,7726.409657,8379.621847,8849.513535,9309.230667,9574.279873,9887.920742,8437.566732,9010.572245,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.276437,1876.503239,2196.711711,2860.280576,3432.706033,4257.949712,4844.676329,5713.954919,7235.549741,8480.694827,9483.173076,8544.058329,7813.690667,7988.170959,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50766.59942,54545.29998,53256.24409,54571.20916,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.7561712,253.22729,261.1791338,280.0966364,279.9304645,278.8281385,283.1927246,287.9680471,310.6617452,322.4375294,349.0249756,355.0903711,367.1188811,438.5448512,527.4176968,594.6518036,696.2220153,854.6366434,925.1257445,1027.083696,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3069621,1011.754966,1093.962908,1164.374025,1293.470198,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.298958,1550.360366,1682.994501,1737.879287,1859.098363,2068.500129,2251.087963,2490.749127,2802.461962,2651.817123,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4485.731255,4647.693347,4604.576679,5025.542291,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308,34780.86166,35904.86355,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,297.5843078,315.7482136,322.3176901,283.1577561,306.2681547,327.9498592,344.8307363,370.5966702,334.9677133,358.2313459,379.7175797,395.0811314,395.2677618,420.6909758,588.2526192,663.6243333,603.0630891,590.8760169,659.7372656,684.8964857,775.1459824,731.5215448,618.2348497,628.6625589,563.953167,586.9100459,656.6634824,464.3041261,545.5863801,504.4240975,530.8175214,468.3980223,501.4418045,607.7463433,721.6033895,826.9733705,936.0843257,991.9585514,948.2404227,916.5463808,938.893298,937.2981573,955.0302105,976.9934296,1036.019877,1085.784887,3138.082726,3609.907921,4011.387554,4213.816229,4589.873241,4960.004726,5461.390967,5576.24931,5495.376197,5668.429765,5905.380196,6220.978568,6094.908859,6477.296726,6863.074346,9998.544311,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1371.838727,1434.188891,1528.825359,1626.786609,1754.274569,1883.063151,2043.275586,2169.62819,2329.026888,2536.464822,2743.553878,3010.16794,3456.252308,4141.259946,4625.16456,5113.716716,5525.356322,6205.524393,7374.456721,8454.098822,9365.763093,9431.637556,9273.943603,9509.149026,9854.918354,10280.58602,12399.60617,14273.99878,15959.71804,16576.80435,18488.93496,19393.79708,20688.60391,20686.80217,22110.64585,24391.35716,24435.23604,23861.09975,23797.92447,24842.5977,25208.19982,24807.23997,25706.87179,28638.14086,31689.44777,33295.75444,34908.29433,37914.03568,40064.70323,37247.81297,38785.77844,41697.61947,41493.91585,41764.53623,42419.54493,39819.18787,40441.43896,42081.11098,44527.61041,44723.92894,43415.67668,48225.24121,
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,424.0565542,436.7544115,487.8211341,565.7278104,629.5915258,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2144.607713,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43733.91636,46160.42979,48537.56689,48356.0635,46107.76528,49800.54241,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,161.4775594,166.4541985,176.0216519,180.8874864,195.7599341,211.6319564,222.2448528,234.7794718,246.5895687,247.2809463,259.8146512,254.9258047,271.6489328,299.5028908,329.8221384,347.8119872,404.2204303,485.1615113,872.3721296,967.6596884,1050.336302,1038.031037,1062.469765,1081.90693,1153.309541,1202.93756,1257.389759,1332.517655,1235.365479,1105.556187,974.2294838,894.5102094,924.9596767,896.2836897,821.2161476,919.9379933,872.5818384,933.7557079,1009.162705,990.297834,1079.607485,1118.942702,1119.421413,1142.810823,1201.249154,1289.825991,1409.580345,1559.886044,1713.414358,1762.34916,1874.271704,2053.964255,2107.350831,2064.548406,2164.420219,2257.222712,2295.538079,2403.304451,2457.688921,2519.370194,2354.119614,2771.717461,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,106.0332588,106.1980493,112.7980588,132.7818774,115.6850317,131.7117835,139.8038996,133.4320633,137.5003361,148.7665725,151.8042531,159.1322322,168.8086694,198.8046736,235.7893954,262.0646067,270.7422471,309.9384786,348.148718,378.2995882,399.7908147,380.7975168,369.1271173,344.3151907,337.3853317,326.6456885,365.4973792,391.6641432,401.9782685,399.3931338,449.687088,475.1515404,347.5652992,349.509316,288.1286189,326.8770795,344.4195302,348.9300246,359.2271329,351.0590513,370.7505318,350.8854187,366.8660072,403.6261043,452.1736526,505.0758421,578.631167,674.6707493,780.611625,766.5692647,823.6662889,898.5317902,905.2461908,979.6380194,1011.662918,953.1767609,973.2160945,1049.363575,972.3160176,978.4946479,958.4398618,1035.701648,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4901.206434,5267.571461,5298.803758,5677.704886,5236.21928,4880.568982,5409.652194,6295.715208,8138.428109,9760.13086,10634.23578,11810.053,14069.34801,16461.28913,14708.88091,14124.81084,14812.86947,13443.13523,13871.3299,13784.47836,11952.31118,12552.25538,13655.81594,15244.43105,15331.88305,14198.75396,17685.32528,
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.02754836,68.19383668,69.61267355,71.53440103,77.51528769,82.64460451,84.75830983,83.27269331,81.51712692,85.24057344,70.75695414,76.11577907,76.65176834,94.48034797,112.3909982,132.9675133,168.3152884,177.8795592,179.4547354,195.1801732,245.06453,256.8314938,250.8130754,270.7020095,296.7680033,321.7336406,363.6023107,314.549819,393.3698914,403.3282524,447.0962904,491.581314,313.2376603,255.6852821,289.5455311,368.8470858,374.168937,421.8403378,461.9721216,506.0014864,814.9993042,743.9102325,699.4287702,547.7409647,673.6558974,788.4266352,811.3397497,1010.820405,1095.034452,1191.804156,1204.862304,1306.84613,1356.172882,1452.312144,1453.917477,1404.155214,1305.571297,1384.038372,1494.224962,1324.844005,1283.14083,1829.593044,
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.1013,16782.95246,16120.98905,18728.12189,
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,170.9304695,161.7291313,162.8204904,170.6217294,188.6924357,202.473275,204.2103653,204.9945246,211.5338504,230.6993473,245.1311329,261.4837105,287.7282349,364.5514489,449.9159426,476.4285621,506.018218,562.7087948,595.4965278,699.0695477,812.6910192,860.9096469,836.4417007,808.4861558,808.0436411,826.0781275,842.3452327,844.8117561,893.3243806,909.953627,1028.890774,980.4146541,1015.482936,1074.869421,1171.010692,1310.926737,1411.933927,1476.945113,1415.110162,1360.827289,1463.132234,1463.844837,1469.368378,1633.81157,1926.138165,2278.464748,2674.430186,3288.895512,3908.185859,3752.979231,4520.727179,5298.168313,5571.16912,5814.995929,5949.805668,5517.283336,5507.232725,6023.292324,6352.347013,6435.953319,6149.370601,7221.406351,
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,158.197603,151.3890209,153.3755024,161.7332483,175.2433017,188.5137567,191.281159,191.4239413,197.3611915,215.2830762,230.6431832,243.2600333,265.1377425,331.1575579,411.419233,440.5041126,465.0600231,514.2587421,546.6717371,638.7820122,741.9037404,818.0794255,787.3861215,742.8864701,732.3528506,745.7083916,756.7132986,762.5131151,797.3281471,809.1074519,912.4074476,874.2400589,891.2497506,933.2765005,1006.298443,1125.213109,1211.643441,1262.675821,1211.416144,1167.270821,1253.720145,1249.877312,1256.898255,1392.202647,1634.675265,1924.448762,2253.550129,2749.169891,3254.993772,3122.413191,3731.598434,4310.451192,4516.541531,4711.139152,4821.935644,4471.99645,4455.815489,4838.502342,5076.592986,5125.9788,4888.966209,5684.927074,
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,96.08074752,98.9816599,104.0308273,113.9939029,108.4773896,118.8068698,125.605216,123.3108795,126.5607632,138.3818229,156.5562657,153.3322663,156.3192559,175.002376,230.0522808,268.1452249,271.94637,289.4446673,319.5149108,362.6840309,420.3542079,599.9337208,549.1042759,447.776292,402.81859,400.4515771,393.910591,413.2863056,397.8794863,392.5952843,435.3285917,443.8844273,392.4894154,371.2962711,359.6025998,404.522443,443.7176612,450.2436582,448.2921666,451.26926,489.0904473,478.7327455,502.1701196,545.4825731,626.4070979,715.4375893,835.6226873,954.8655322,1111.902979,1080.77663,1211.837124,1198.582878,1233.801891,1312.287658,1385.835106,1321.784444,1324.751323,1355.171234,1376.901602,1382.250359,1343.287851,1433.795141,
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,100.2122335,104.6710313,109.2209538,112.7283147,119.9199223,126.8873451,134.4637471,131.6722121,135.3929756,150.854266,201.9249505,182.7121953,199.8549653,207.4867736,290.8735969,325.1287476,381.0500066,389.955238,411.4104648,489.5924318,606.4081533,1125.322561,994.2291515,731.7687269,610.1016388,594.6062349,519.7345874,515.5705964,513.3787867,480.2223213,514.373933,501.923483,491.2682284,430.5380334,421.2022117,480.7881845,516.504315,513.6074585,494.0208019,502.9094629,557.3761309,538.3444749,582.978617,640.7860145,760.5112269,888.8836023,1093.289936,1231.020709,1421.069868,1315.122967,1511.891127,1698.70039,1833.192454,1953.690169,2083.183745,1930.460187,1818.404972,1751.50761,1874.947566,1827.168474,1719.895065,1842.771049,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,53.33819588,64.83917991,74.3422146,79.41345543,78.86575674,90.51205917,130.4897437,201.6676706,232.1706348,277.0507928,332.2820539,364.2857906,355.2359511,489.1601963,563.7833647,580.8105956,510.4349866,522.7171467,514.4376638,472.7226388,440.3723783,479.8107166,527.8114773,582.6789678,629.1606798,678.977737,824.079149,907.4717857,1020.146681,1129.09271,1054.347358,459.1918631,663.5232299,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397689,1572.797934,1840.329927,2144.389544,2239.095265,3094.44309,3613.800902,3668.21207,3602.885517,3476.624853,3322.581688,3558.818852,3839.785069,3902.661668,4151.227543,3894.272202,4332.709281,
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,97.17035448,99.33755823,104.818699,118.4635293,106.1758976,118.5948587,125.2166942,123.105075,126.2252117,136.5741461,138.4622548,143.2554171,139.0045557,163.9446068,206.1116742,247.350308,223.7109564,245.9693845,281.3619472,307.0144636,333.7900071,332.1559894,320.7682953,303.1117566,298.2307285,302.3420056,331.5598029,363.1577481,340.2620801,349.0261027,396.1653358,416.0077204,342.3988478,342.2766565,329.2635892,366.6622401,407.832952,419.2959004,426.6168204,426.415144,455.4556721,449.5331678,461.7808349,497.7279278,558.5795194,627.3190427,703.7563645,813.8063639,953.9733441,961.1384763,1058.117317,941.0873253,925.035895,982.1551232,1027.352149,1009.709289,1073.49641,1155.206643,1125.361424,1159.353384,1156.369671,1231.126624,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12802.12268,14212.16519,16223.65015,18753.04013,20991.6231,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.22212,42661.55624,55069.05598,72300.46167,66177.21351,70622.91464,77843.49,79332.27156,83199.61956,91885.60779,84759.34595,82045.43884,83507.79761,89429.65459,87157.47146,,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,83.03510182,85.96970419,90.27686893,101.315165,115.4876084,119.0824759,89.75758261,96.04632985,99.51683612,107.1821431,111.9683182,118.1597985,122.6124534,143.456125,163.2316156,157.929385,161.1372361,186.4201346,206.0737493,224.5754377,267.3905787,271.4250853,275.2654283,292.6448175,278.0961873,297.9996627,312.0598439,342.0719237,355.7375989,347.4623845,368.7497594,303.850438,317.5591355,301.5011949,346.2273931,373.6282803,399.5775035,414.8988696,412.509511,440.9614546,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093449,802.013742,1022.731629,993.5037725,1096.63498,1350.634322,1449.601789,1434.018198,1438.05748,1559.864518,1590.173918,1714.280355,1957.968841,1974.377788,2047.232704,1910.421473,2256.590409,
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1486.514527,1703.932183,2080.465147,2424.269047,2516.927686,2973.400123,2919.583087,3427.073436,4399.986805,5429.962001,6372.437775,5986.154109,6160.638293,5915.241772,5692.027386,6011.735546,8112.171363,9581.913086,10715.87028,11175.8166,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52183.13293,49054.69743,51546.35476,55643.05943,62053.98444,62895.91112,69970.94891,79250.38785,80927.07467,85420.19086,100172.0793,
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,196.3239271,201.3748733,207.6335339,211.9011178,224.6411171,251.2390399,267.3341026,289.108985,320.8586441,352.4526346,385.812266,469.0835121,569.6634544,874.1135953,1448.763707,1575.806074,2011.027287,2311.01543,2166.890348,2429.561772,2449.653401,2482.920485,2963.49806,3551.494647,3556.485029,3812.10637,4274.80524,2651.484868,2361.417198,2246.19174,2237.052261,,,1066.741938,1197.642146,1585.977937,1954.660752,1823.274514,1737.700033,1765.783643,1672.022877,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573936,8201.581709,8329.002044,6280.681858,5757.543337,4990.936798,5497.243227,5758.59072,3873.99534,3277.875596,2746.42045,4091.209187,
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,237.7132079,252.2755151,261.2508322,255.7500911,292.6509261,,,,316.3942627,317.4215951,334.4814739,380.6375126,391.5222873,472.2500125,1024.336304,1158.457106,1479.649934,1599.824738,1853.574005,2857.559591,3850.258497,2688.725452,2929.448776,2731.724481,3052.499799,3073.860856,2926.91784,3420.54034,3690.071194,3774.206439,10216.56881,22.85037052,30.11431551,53.480235,197.1224266,615.5003718,482.1636186,929.8764466,894.3290943,1548.298284,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.943049,4305.202702,4725.193573,5601.467061,5621.181695,4332.304125,4775.377454,
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2576.353444,3252.099178,4014.84273,5437.342525,7040.554044,6454.177152,7583.275298,9957.254434,11236.73574,12640.64081,14821.81509,15137.25384,13711.73627,11671.80923,11959.54001,12361.18704,16406.04795,22453.18823,24451.97332,22434.34677,25384.91502,26802.98952,27124.27454,23579.79536,24018.6314,26633.59138,27614.87703,27919.1855,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74461.48,68853.71522,59200.17794,68727.63666,
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.174748,1436.384439,1094.635848,1257.811405,1375.892256,1429.314605,1513.883606,1468.123862,1647.877274,1852.392539,,,,,,,,,,,,,,,,,,,,,,,,,,18916.67362,20116.98187,20366.58291,20106.63075,19742.52039,21630.74761,20909.43036,19035.10241,19627.17549,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256,44846.7916,52170.71186,
